ANO,FILTRO,CONTEUDO,CHAVE,VALOR
2011,Idade da mãe,Nascim p/resid.mãe,TOTAL,2.913.160
2011,Idade da mãe,Nascim p/resid.mãe,Menor de 10 anos,1
2011,Idade da mãe,Nascim p/resid.mãe,10 a anos,27.785
2011,Idade da mãe,Nascim p/resid.mãe,a 19 anos,533.103
2011,Idade da mãe,Nascim p/resid.mãe,20 a anos,779.269
2011,Idade da mãe,Nascim p/resid.mãe,a anos,727.931
2011,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,527.466
2011,Idade da mãe,Nascim p/resid.mãe,a 39 anos,250.906
2011,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,62.086
2011,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.173
2011,Idade da mãe,Nascim p/resid.mãe,a 54 anos,279
2011,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,40
2011,Idade da mãe,Nascim p/resid.mãe,60 a 64 anos,16
2011,Idade da mãe,Nascim p/resid.mãe,65 a 69 anos,8
2011,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,97
2010,Idade da mãe,Nascim p/resid.mãe,TOTAL,2.861.868
2010,Idade da mãe,Nascim p/resid.mãe,10 a anos,27.049
2010,Idade da mãe,Nascim p/resid.mãe,a 19 anos,525.581
2010,Idade da mãe,Nascim p/resid.mãe,20 a anos,791.812
2010,Idade da mãe,Nascim p/resid.mãe,a anos,718.435
2010,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,499.425
2010,Idade da mãe,Nascim p/resid.mãe,a 39 anos,235.051
2010,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,59.940
2010,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.093
2010,Idade da mãe,Nascim p/resid.mãe,a 54 anos,245
2010,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,39
2010,Idade da mãe,Nascim p/resid.mãe,60 a 64 anos,2
2010,Idade da mãe,Nascim p/resid.mãe,65 a 69 anos,2
2010,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,194
2009,Idade da mãe,Nascim p/resid.mãe,TOTAL,2.881.581
2009,Idade da mãe,Nascim p/resid.mãe,10 a anos,27.807
2009,Idade da mãe,Nascim p/resid.mãe,a 19 anos,546.959
2009,Idade da mãe,Nascim p/resid.mãe,20 a anos,818.130
2009,Idade da mãe,Nascim p/resid.mãe,a anos,718.983
2009,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,477.571
2009,Idade da mãe,Nascim p/resid.mãe,a 39 anos,228.110
2009,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,59.564
2009,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.114
2009,Idade da mãe,Nascim p/resid.mãe,a 54 anos,212
2009,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,31
2009,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,100
2008,Idade da mãe,Nascim p/resid.mãe,TOTAL,2.934.828
2008,Idade da mãe,Nascim p/resid.mãe,10 a anos,28.678
2008,Idade da mãe,Nascim p/resid.mãe,a 19 anos,570.560
2008,Idade da mãe,Nascim p/resid.mãe,20 a anos,840.840
2008,Idade da mãe,Nascim p/resid.mãe,a anos,732.861
2008,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,470.688
2008,Idade da mãe,Nascim p/resid.mãe,a 39 anos,227.059
2008,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,59.557
2008,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.200
2008,Idade da mãe,Nascim p/resid.mãe,a 54 anos,204
2008,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,23
2008,Idade da mãe,Nascim p/resid.mãe,60 a 64 anos,5
2008,Idade da mãe,Nascim p/resid.mãe,65 a 69 anos,10
2008,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,143
2007,Idade da mãe,Nascim p/resid.mãe,TOTAL,2.891.328
2007,Idade da mãe,Nascim p/resid.mãe,10 a anos,27.963
2007,Idade da mãe,Nascim p/resid.mãe,a 19 anos,582.409
2007,Idade da mãe,Nascim p/resid.mãe,20 a anos,843.878
2007,Idade da mãe,Nascim p/resid.mãe,a anos,709.344
2007,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,446.479
2007,Idade da mãe,Nascim p/resid.mãe,a 39 anos,218.280
2007,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,58.451
2007,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,3.922
2007,Idade da mãe,Nascim p/resid.mãe,a 54 anos,210
2007,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,32
2007,Idade da mãe,Nascim p/resid.mãe,60 a 64 anos,8
2007,Idade da mãe,Nascim p/resid.mãe,65 a 69 anos,11
2007,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,341
2006,Idade da mãe,Nascim p/resid.mãe,TOTAL,2.944.928
2006,Idade da mãe,Nascim p/resid.mãe,Menor de 10 anos,1
2006,Idade da mãe,Nascim p/resid.mãe,10 a anos,27.610
2006,Idade da mãe,Nascim p/resid.mãe,a 19 anos,605.270
2006,Idade da mãe,Nascim p/resid.mãe,20 a anos,879.493
2006,Idade da mãe,Nascim p/resid.mãe,a anos,708.791
2006,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,442.440
2006,Idade da mãe,Nascim p/resid.mãe,a 39 anos,218.400
2006,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,58.277
2006,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.201
2006,Idade da mãe,Nascim p/resid.mãe,a 54 anos,223
2006,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,36
2006,Idade da mãe,Nascim p/resid.mãe,60 a 64 anos,4
2006,Idade da mãe,Nascim p/resid.mãe,65 a 69 anos,9
2006,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,173
2005,Idade da mãe,Nascim p/resid.mãe,TOTAL,3.035.096
2005,Idade da mãe,Nascim p/resid.mãe,10 a anos,26.752
2005,Idade da mãe,Nascim p/resid.mãe,a 19 anos,634.385
2005,Idade da mãe,Nascim p/resid.mãe,20 a anos,925.680
2005,Idade da mãe,Nascim p/resid.mãe,a anos,719.460
2005,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,444.744
2005,Idade da mãe,Nascim p/resid.mãe,a 39 anos,216.962
2005,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,58.169
2005,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.002
2005,Idade da mãe,Nascim p/resid.mãe,a 54 anos,53
2005,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,3
2005,Idade da mãe,Nascim p/resid.mãe,60 a 64 anos,1
2005,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,4.885
2004,Idade da mãe,Nascim p/resid.mãe,TOTAL,3.026.548
2004,Idade da mãe,Nascim p/resid.mãe,10 a anos,26.276
2004,Idade da mãe,Nascim p/resid.mãe,a 19 anos,635.014
2004,Idade da mãe,Nascim p/resid.mãe,20 a anos,936.294
2004,Idade da mãe,Nascim p/resid.mãe,a anos,707.571
2004,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,438.137
2004,Idade da mãe,Nascim p/resid.mãe,a 39 anos,215.873
2004,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,58.370
2004,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,3.842
2004,Idade da mãe,Nascim p/resid.mãe,a 54 anos,98
2004,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,11
2004,Idade da mãe,Nascim p/resid.mãe,60 a 64 anos,2
2004,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,5.060
2003,Idade da mãe,Nascim p/resid.mãe,TOTAL,3.038.251
2003,Idade da mãe,Nascim p/resid.mãe,10 a anos,27.239
2003,Idade da mãe,Nascim p/resid.mãe,a 19 anos,645.806
2003,Idade da mãe,Nascim p/resid.mãe,20 a anos,955.304
2003,Idade da mãe,Nascim p/resid.mãe,a anos,700.232
2003,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,431.074
2003,Idade da mãe,Nascim p/resid.mãe,a 39 anos,212.614
2003,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,55.880
2003,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.154
2003,Idade da mãe,Nascim p/resid.mãe,a 54 anos,87
2003,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,12
2003,Idade da mãe,Nascim p/resid.mãe,60 a 64 anos,4
2003,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,5.845
2002,Idade da mãe,Nascim p/resid.mãe,TOTAL,3.059.402
2002,Idade da mãe,Nascim p/resid.mãe,10 a anos,27.664
2002,Idade da mãe,Nascim p/resid.mãe,a 19 anos,665.437
2002,Idade da mãe,Nascim p/resid.mãe,20 a anos,966.483
2002,Idade da mãe,Nascim p/resid.mãe,a anos,691.545
2002,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,427.559
2002,Idade da mãe,Nascim p/resid.mãe,a 39 anos,213.590
2002,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,55.388
2002,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.195
2002,Idade da mãe,Nascim p/resid.mãe,a 54 anos,65
2002,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,10
2002,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,7.466
2001,Idade da mãe,Nascim p/resid.mãe,TOTAL,3.115.474
2001,Idade da mãe,Nascim p/resid.mãe,10 a anos,27.931
2001,Idade da mãe,Nascim p/resid.mãe,a 19 anos,696.955
2001,Idade da mãe,Nascim p/resid.mãe,20 a anos,974.937
2001,Idade da mãe,Nascim p/resid.mãe,a anos,698.845
2001,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,431.088
2001,Idade da mãe,Nascim p/resid.mãe,a 39 anos,211.149
2001,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,55.032
2001,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.691
2001,Idade da mãe,Nascim p/resid.mãe,a 54 anos,96
2001,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,14
2001,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,14.736
2000,Idade da mãe,Nascim p/resid.mãe,TOTAL,3.206.761
2000,Idade da mãe,Nascim p/resid.mãe,10 a anos,28.973
2000,Idade da mãe,Nascim p/resid.mãe,a 19 anos,721.564
2000,Idade da mãe,Nascim p/resid.mãe,20 a anos,998.523
2000,Idade da mãe,Nascim p/resid.mãe,a anos,720.342
2000,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,443.512
2000,Idade da mãe,Nascim p/resid.mãe,a 39 anos,214.808
2000,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,55.665
2000,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.690
2000,Idade da mãe,Nascim p/resid.mãe,a 54 anos,93
2000,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,20
2000,Idade da mãe,Nascim p/resid.mãe,60 a 64 anos,1
2000,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,18.570
1999,Idade da mãe,Nascim p/resid.mãe,TOTAL,3.256.433
1999,Idade da mãe,Nascim p/resid.mãe,10 a anos,27.518
1999,Idade da mãe,Nascim p/resid.mãe,a 19 anos,726.642
1999,Idade da mãe,Nascim p/resid.mãe,20 a anos,1.010.878
1999,Idade da mãe,Nascim p/resid.mãe,a anos,732.118
1999,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,445.258
1999,Idade da mãe,Nascim p/resid.mãe,a 39 anos,210.175
1999,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,53.035
1999,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.605
1999,Idade da mãe,Nascim p/resid.mãe,a 54 anos,127
1999,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,12
1999,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,46.065
1998,Idade da mãe,Nascim p/resid.mãe,TOTAL,3.148.037
1998,Idade da mãe,Nascim p/resid.mãe,10 a anos,27.237
1998,Idade da mãe,Nascim p/resid.mãe,a 19 anos,702.579
1998,Idade da mãe,Nascim p/resid.mãe,20 a anos,966.381
1998,Idade da mãe,Nascim p/resid.mãe,a anos,707.348
1998,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,431.143
1998,Idade da mãe,Nascim p/resid.mãe,a 39 anos,197.270
1998,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,52.334
1998,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.894
1998,Idade da mãe,Nascim p/resid.mãe,a 54 anos,164
1998,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,15
1998,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,58.672
1997,Idade da mãe,Nascim p/resid.mãe,TOTAL,3.026.658
1997,Idade da mãe,Nascim p/resid.mãe,Menor de 10 anos,1
1997,Idade da mãe,Nascim p/resid.mãe,10 a anos,26.847
1997,Idade da mãe,Nascim p/resid.mãe,a 19 anos,668.038
1997,Idade da mãe,Nascim p/resid.mãe,20 a anos,922.023
1997,Idade da mãe,Nascim p/resid.mãe,a anos,683.966
1997,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,416.940
1997,Idade da mãe,Nascim p/resid.mãe,a 39 anos,186.695
1997,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,49.584
1997,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.696
1997,Idade da mãe,Nascim p/resid.mãe,a 54 anos,224
1997,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,38
1997,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,67.606
1996,Idade da mãe,Nascim p/resid.mãe,TOTAL,2.945.425
1996,Idade da mãe,Nascim p/resid.mãe,10 a anos,24.953
1996,Idade da mãe,Nascim p/resid.mãe,a 19 anos,630.972
1996,Idade da mãe,Nascim p/resid.mãe,20 a anos,890.747
1996,Idade da mãe,Nascim p/resid.mãe,a anos,675.880
1996,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,404.374
1996,Idade da mãe,Nascim p/resid.mãe,a 39 anos,180.685
1996,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,48.216
1996,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.929
1996,Idade da mãe,Nascim p/resid.mãe,a 54 anos,251
1996,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,71
1996,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,84.347
1995,Idade da mãe,Nascim p/resid.mãe,TOTAL,2.824.729
1995,Idade da mãe,Nascim p/resid.mãe,10 a anos,21.304
1995,Idade da mãe,Nascim p/resid.mãe,a 19 anos,581.738
1995,Idade da mãe,Nascim p/resid.mãe,20 a anos,862.692
1995,Idade da mãe,Nascim p/resid.mãe,a anos,663.739
1995,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,391.443
1995,Idade da mãe,Nascim p/resid.mãe,a 39 anos,173.293
1995,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,46.506
1995,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,4.692
1995,Idade da mãe,Nascim p/resid.mãe,a 54 anos,334
1995,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,71
1995,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,78.917
1994,Idade da mãe,Nascim p/resid.mãe,TOTAL,2.571.571
1994,Idade da mãe,Nascim p/resid.mãe,10 a anos,17.628
1994,Idade da mãe,Nascim p/resid.mãe,a 19 anos,490.716
1994,Idade da mãe,Nascim p/resid.mãe,20 a anos,774.744
1994,Idade da mãe,Nascim p/resid.mãe,a anos,606.643
1994,Idade da mãe,Nascim p/resid.mãe,30 a 34 anos,352.650
1994,Idade da mãe,Nascim p/resid.mãe,a 39 anos,151.049
1994,Idade da mãe,Nascim p/resid.mãe,40 a 44 anos,40.709
1994,Idade da mãe,Nascim p/resid.mãe,45 a 49 anos,3.866
1994,Idade da mãe,Nascim p/resid.mãe,a 54 anos,318
1994,Idade da mãe,Nascim p/resid.mãe,55 a 59 anos,74
1994,Idade da mãe,Nascim p/resid.mãe,Idade ignorada,133.174
2022,Idade da mãe,Nascim p/ocorrênc,TOTAL,2.561.922
2022,Idade da mãe,Nascim p/ocorrênc,10 a anos,14.293
2022,Idade da mãe,Nascim p/ocorrênc,a 19 anos,301.313
2022,Idade da mãe,Nascim p/ocorrênc,20 a anos,617.884
2022,Idade da mãe,Nascim p/ocorrênc,a anos,642.358
2022,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,535.432
2022,Idade da mãe,Nascim p/ocorrênc,a 39 anos,344.060
2022,Idade da mãe,Nascim p/ocorrênc,40 a 44 anos,100.219
2022,Idade da mãe,Nascim p/ocorrênc,45 a 49 anos,5.909
2022,Idade da mãe,Nascim p/ocorrênc,a 54 anos,338
2022,Idade da mãe,Nascim p/ocorrênc,55 a 59 anos,52
2022,Idade da mãe,Nascim p/ocorrênc,60 a 64 anos,13
2022,Idade da mãe,Nascim p/ocorrênc,65 a 69 anos,3
2022,Idade da mãe,Nascim p/ocorrênc,Idade ignorada,48
2021,Idade da mãe,Nascim p/ocorrênc,TOTAL,2.677.101
2021,Idade da mãe,Nascim p/ocorrênc,Menor de 10 anos,2
2021,Idade da mãe,Nascim p/ocorrênc,10 a anos,17.456
2021,Idade da mãe,Nascim p/ocorrênc,a 19 anos,347.278
2021,Idade da mãe,Nascim p/ocorrênc,20 a anos,659.013
2021,Idade da mãe,Nascim p/ocorrênc,a anos,654.144
2021,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,549.107
2021,Idade da mãe,Nascim p/ocorrênc,a 39 anos,347.839
2021,Idade da mãe,Nascim p/ocorrênc,40 a 44 anos,96.429
2021,Idade da mãe,Nascim p/ocorrênc,45 a 49 anos,5.377
2021,Idade da mãe,Nascim p/ocorrênc,a 54 anos,344
2021,Idade da mãe,Nascim p/ocorrênc,55 a 59 anos,36
2021,Idade da mãe,Nascim p/ocorrênc,60 a 64 anos,8
2021,Idade da mãe,Nascim p/ocorrênc,65 a 69 anos,7
2021,Idade da mãe,Nascim p/ocorrênc,Idade ignorada,61
2020,Idade da mãe,Nascim p/ocorrênc,TOTAL,2.730.145
2020,Idade da mãe,Nascim p/ocorrênc,10 a anos,17.579
2020,Idade da mãe,Nascim p/ocorrênc,a 19 anos,364.074
2020,Idade da mãe,Nascim p/ocorrênc,20 a anos,670.389
2020,Idade da mãe,Nascim p/ocorrênc,a anos,657.405
2020,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,569.316
2020,Idade da mãe,Nascim p/ocorrênc,a 39 anos,352.885
2020,Idade da mãe,Nascim p/ocorrênc,40 a 44 anos,92.745
2020,Idade da mãe,Nascim p/ocorrênc,45 a 49 anos,5.262
2020,Idade da mãe,Nascim p/ocorrênc,a 54 anos,373
2020,Idade da mãe,Nascim p/ocorrênc,55 a 59 anos,34
2020,Idade da mãe,Nascim p/ocorrênc,60 a 64 anos,30
2020,Idade da mãe,Nascim p/ocorrênc,65 a 69 anos,3
2020,Idade da mãe,Nascim p/ocorrênc,Idade ignorada,50
2019,Idade da mãe,Nascim p/ocorrênc,TOTAL,2.849.146
2019,Idade da mãe,Nascim p/ocorrênc,Menor de 10 anos,3
2019,Idade da mãe,Nascim p/ocorrênc,10 a anos,19.330
2019,Idade da mãe,Nascim p/ocorrênc,a 19 anos,399.922
2019,Idade da mãe,Nascim p/ocorrênc,20 a anos,697.478
2019,Idade da mãe,Nascim p/ocorrênc,a anos,674.427
2019,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,597.119
2019,Idade da mãe,Nascim p/ocorrênc,a 39 anos,364.105
2019,Idade da mãe,Nascim p/ocorrênc,40 a 44 anos,90.968
2019,Idade da mãe,Nascim p/ocorrênc,45 a 49 anos,5.310
2019,Idade da mãe,Nascim p/ocorrênc,a 54 anos,347
2019,Idade da mãe,Nascim p/ocorrênc,55 a 59 anos,45
2019,Idade da mãe,Nascim p/ocorrênc,60 a 64 anos,18
2019,Idade da mãe,Nascim p/ocorrênc,65 a 69 anos,2
2019,Idade da mãe,Nascim p/ocorrênc,Idade ignorada,72
2018,Idade da mãe,Nascim p/ocorrênc,TOTAL,2.944.932
2018,Idade da mãe,Nascim p/ocorrênc,10 a anos,21.172
2018,Idade da mãe,Nascim p/ocorrênc,a 19 anos,434.956
2018,Idade da mãe,Nascim p/ocorrênc,20 a anos,723.352
2018,Idade da mãe,Nascim p/ocorrênc,a anos,696.559
2018,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,611.715
2018,Idade da mãe,Nascim p/ocorrênc,a 39 anos,365.814
2018,Idade da mãe,Nascim p/ocorrênc,40 a 44 anos,85.978
2018,Idade da mãe,Nascim p/ocorrênc,45 a 49 anos,4.920
2018,Idade da mãe,Nascim p/ocorrênc,a 54 anos,323
2018,Idade da mãe,Nascim p/ocorrênc,55 a 59 anos,50
2018,Idade da mãe,Nascim p/ocorrênc,60 a 64 anos,21
2018,Idade da mãe,Nascim p/ocorrênc,65 a 69 anos,3
2018,Idade da mãe,Nascim p/ocorrênc,Idade ignorada,69
2017,Idade da mãe,Nascim p/ocorrênc,TOTAL,2.923.535
2017,Idade da mãe,Nascim p/ocorrênc,10 a anos,22.146
2017,Idade da mãe,Nascim p/ocorrênc,a 19 anos,458.777
2017,Idade da mãe,Nascim p/ocorrênc,20 a anos,730.118
2017,Idade da mãe,Nascim p/ocorrênc,a anos,696.863
2017,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,593.766
2017,Idade da mãe,Nascim p/ocorrênc,a 39 anos,338.102
2017,Idade da mãe,Nascim p/ocorrênc,40 a 44 anos,78.731
2017,Idade da mãe,Nascim p/ocorrênc,45 a 49 anos,4.669
2017,Idade da mãe,Nascim p/ocorrênc,a 54 anos,263
2017,Idade da mãe,Nascim p/ocorrênc,55 a 59 anos,37
2017,Idade da mãe,Nascim p/ocorrênc,60 a 64 anos,18
2017,Idade da mãe,Nascim p/ocorrênc,Idade ignorada,45
2016,Idade da mãe,Nascim p/ocorrênc,TOTAL,2.857.800
2016,Idade da mãe,Nascim p/ocorrênc,Menor de 10 anos,4
2016,Idade da mãe,Nascim p/ocorrênc,10 a anos,24.135
2016,Idade da mãe,Nascim p/ocorrênc,a 19 anos,477.246
2016,Idade da mãe,Nascim p/ocorrênc,20 a anos,721.301
2016,Idade da mãe,Nascim p/ocorrênc,a anos,680.476
2016,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,570.091
2016,Idade da mãe,Nascim p/ocorrênc,a 39 anos,307.406
2016,Idade da mãe,Nascim p/ocorrênc,40 a 44 anos,72.437
2016,Idade da mãe,Nascim p/ocorrênc,45 a 49 anos,4.321
2016,Idade da mãe,Nascim p/ocorrênc,a 54 anos,258
2016,Idade da mãe,Nascim p/ocorrênc,55 a 59 anos,47
2016,Idade da mãe,Nascim p/ocorrênc,60 a 64 anos,26
2016,Idade da mãe,Nascim p/ocorrênc,65 a 69 anos,1
2016,Idade da mãe,Nascim p/ocorrênc,Idade ignorada,51
2015,Idade da mãe,Nascim p/ocorrênc,TOTAL,3.017.668
2015,Idade da mãe,Nascim p/ocorrênc,Menor de 10 anos,1
2015,Idade da mãe,Nascim p/ocorrênc,10 a anos,26.700
2015,Idade da mãe,Nascim p/ocorrênc,a 19 anos,520.864
2015,Idade da mãe,Nascim p/ocorrênc,20 a anos,751.669
2015,Idade da mãe,Nascim p/ocorrênc,a anos,728.404
2015,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,601.650
2015,Idade da mãe,Nascim p/ocorrênc,a 39 anos,311.036
2015,Idade da mãe,Nascim p/ocorrênc,40 a 44 anos,72.391
2015,Idade da mãe,Nascim p/ocorrênc,45 a 49 anos,4.489
2015,Idade da mãe,Nascim p/ocorrênc,a 54 anos,299
2015,Idade da mãe,Nascim p/ocorrênc,55 a 59 anos,49
2015,Idade da mãe,Nascim p/ocorrênc,60 a 64 anos,17
2015,Idade da mãe,Nascim p/ocorrênc,65 a 69 anos,2
2015,Idade da mãe,Nascim p/ocorrênc,Idade ignorada,97
2014,Idade da mãe,Nascim p/ocorrênc,TOTAL,2.979.259
2014,Idade da mãe,Nascim p/ocorrênc,Menor de 10 anos,1
2014,Idade da mãe,Nascim p/ocorrênc,10 a anos,28.244
2014,Idade da mãe,Nascim p/ocorrênc,a 19 anos,534.364
2014,Idade da mãe,Nascim p/ocorrênc,20 a anos,745.007
2014,Idade da mãe,Nascim p/ocorrênc,a anos,722.174
2014,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,584.970
2014,Idade da mãe,Nascim p/ocorrênc,a 39 anos,290.901
2014,Idade da mãe,Nascim p/ocorrênc,40 a 44 anos,68.876
2014,Idade da mãe,Nascim p/ocorrênc,45 a 49 anos,4.234
2014,Idade da mãe,Nascim p/ocorrênc,a 54 anos,318
2014,Idade da mãe,Nascim p/ocorrênc,55 a 59 anos,60
2014,Idade da mãe,Nascim p/ocorrênc,60 a 64 anos,15
2014,Idade da mãe,Nascim p/ocorrênc,65 a 69 anos,1
2014,Idade da mãe,Nascim p/ocorrênc,Idade ignorada,94
2013,Idade da mãe,Nascim p/ocorrênc,TOTAL,2.904.027
2013,Idade da mãe,Nascim p/ocorrênc,10 a anos,27.989
2013,Idade da mãe,Nascim p/ocorrênc,a 19 anos,532.002
2013,Idade da mãe,Nascim p/ocorrênc,20 a anos,738.935
2013,Idade da mãe,Nascim p/ocorrênc,a anos,703.863
2013,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,563.005
2013,Idade da mãe,Nascim p/ocorrênc,a 39 anos,268.537
2013,Idade da mãe,Nascim p/ocorrênc,40 a 44 anos,65.196
2013,Idade da mãe,Nascim p/ocorrênc,45 a 49 anos,4.137
2013,Idade da mãe,Nascim p/ocorrênc,a 54 anos,258
2013,Idade da mãe,Nascim p/ocorrênc,55 a 59 anos,50
2013,Idade da mãe,Nascim p/ocorrênc,60 a 64 anos,12
2013,Idade da mãe,Nascim p/ocorrênc,65 a 69 anos,2
2013,Idade da mãe,Nascim p/ocorrênc,Idade ignorada,41
2012,Idade da mãe,Nascim p/ocorrênc,TOTAL,2.905.789
2012,Idade da mãe,Nascim p/ocorrênc,Menor de 10 anos,2
2012,Idade da mãe,Nascim p/ocorrênc,10 a anos,28.236
2012,Idade da mãe,Nascim p/ocorrênc,a 19 anos,531.909
2012,Idade da mãe,Nascim p/ocorrênc,20 a anos,756.996
2012,Idade da mãe,Nascim p/ocorrênc,a anos,713.126
2012,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,547.775
2012,Idade da mãe,Nascim p/ocorrênc,a 39 anos,259.334
2012,Idade da mãe,Nascim p/ocorrênc,40 a 44 anos,63.897
2012,Idade da mãe,Nascim p/ocorrênc,45 a 49 anos,4.142
2012,Idade da mãe,Nascim p/ocorrênc,a 54 anos,270
2012,Idade da mãe,Nascim p/ocorrênc,55 a 59 anos,29
2012,Idade da mãe,Nascim p/ocorrênc,60 a 64 anos,19
2012,Idade da mãe,Nascim p/ocorrênc,65 a 69 anos,4
2012,Idade da mãe,Nascim p/ocorrênc,Idade ignorada,50
2011,Idade da mãe,Nascim p/ocorrênc,TOTAL,2.913.160
2011,Idade da mãe,Nascim p/ocorrênc,Menor de 10 anos,1
2011,Idade da mãe,Nascim p/ocorrênc,10 a anos,27.785
2011,Idade da mãe,Nascim p/ocorrênc,a 19 anos,533.103
2011,Idade da mãe,Nascim p/ocorrênc,20 a anos,779.269
2011,Idade da mãe,Nascim p/ocorrênc,a anos,727.931
2011,Idade da mãe,Nascim p/ocorrênc,30 a 34 anos,527.466
